,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
96170,City Hotel,0,184,2019,October,42,17,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,7.0,,0,Transient-Party,65.29,0,1,Check-Out,2019-10-25
96171,City Hotel,0,184,2019,October,42,17,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,7.0,,0,Transient-Party,65.29,0,1,Check-Out,2019-10-25
96172,City Hotel,0,43,2019,October,43,18,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,2,Check-Out,2019-10-19
96173,City Hotel,0,50,2019,October,43,18,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,94.5,0,1,Check-Out,2019-10-23
96174,City Hotel,0,41,2019,October,43,18,2,3,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,105.0,0,2,Check-Out,2019-10-23
96175,City Hotel,0,41,2019,October,43,18,2,3,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,105.0,0,2,Check-Out,2019-10-23
96176,City Hotel,0,48,2019,October,43,18,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,2,Check-Out,2019-10-23
96177,City Hotel,0,91,2019,October,43,19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,3,Check-Out,2019-10-22
96178,City Hotel,0,41,2019,October,43,19,1,2,2,0.0,0,BB,VEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,103.5,0,2,Check-Out,2019-10-22
96179,City Hotel,0,65,2019,October,43,19,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,111.0,0,0,Check-Out,2019-10-22
96180,City Hotel,0,97,2019,October,43,19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,7.0,,0,Transient-Party,68.65,0,2,Check-Out,2019-10-22
96181,City Hotel,0,41,2019,October,43,19,1,2,2,0.0,0,BB,VEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,103.5,0,2,Check-Out,2019-10-22
96182,City Hotel,0,97,2019,October,43,19,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,7.0,,0,Transient-Party,68.79,0,2,Check-Out,2019-10-22
96183,City Hotel,0,47,2019,October,43,19,1,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,83.0,,0,Transient,72.36,0,1,Check-Out,2019-10-23
96184,City Hotel,0,48,2019,October,43,19,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1,Check-Out,2019-10-23
96185,City Hotel,0,66,2019,October,43,19,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,1,Check-Out,2019-10-23
96186,City Hotel,0,47,2019,October,43,19,1,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,83.0,,0,Transient,72.36,0,1,Check-Out,2019-10-23
96187,City Hotel,0,66,2019,October,43,19,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,2,Check-Out,2019-10-23
96188,City Hotel,0,61,2019,October,43,19,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,78.54,0,2,Check-Out,2019-10-23
96189,City Hotel,0,61,2019,October,43,19,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,2,Check-Out,2019-10-24
96190,City Hotel,0,62,2019,October,43,19,1,4,2,0.0,1,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.72,0,2,Check-Out,2019-10-24
96191,City Hotel,0,40,2019,October,43,19,1,5,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,104.85,0,1,Check-Out,2019-10-25
96192,City Hotel,0,45,2019,October,43,19,1,5,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,2,Check-Out,2019-10-25
96193,City Hotel,0,45,2019,October,43,20,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,94.5,0,2,Check-Out,2019-10-21
96194,City Hotel,0,47,2019,October,43,20,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,2,Check-Out,2019-10-22
96195,City Hotel,0,47,2019,October,43,20,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,94.5,0,2,Check-Out,2019-10-24
96196,City Hotel,0,75,2019,October,43,20,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,16.0,,0,Transient,67.83,0,0,Check-Out,2019-10-26
96197,City Hotel,0,64,2019,October,43,20,2,6,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,2,Check-Out,2019-10-28
96198,City Hotel,0,125,2019,October,43,20,1,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,2,Check-Out,2019-10-26
96199,City Hotel,0,75,2019,October,43,20,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,16.0,,0,Transient,67.83,0,0,Check-Out,2019-10-26
96200,City Hotel,0,50,2019,October,43,21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,94.5,0,1,Check-Out,2019-10-23
96201,City Hotel,0,56,2019,October,43,21,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,3,Check-Out,2019-10-24
96202,City Hotel,0,56,2019,October,43,21,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,103.5,0,3,Check-Out,2019-10-24
96203,City Hotel,0,56,2019,October,43,21,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,3,Check-Out,2019-10-24
96204,City Hotel,0,51,2019,October,43,21,0,3,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,112.0,0,2,Check-Out,2019-10-24
96205,City Hotel,0,56,2019,October,43,21,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,3,Check-Out,2019-10-24
96206,City Hotel,0,46,2019,October,43,21,0,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,94.5,0,1,Check-Out,2019-10-25
96207,City Hotel,0,72,2019,October,43,21,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,1,Check-Out,2019-10-25
96208,City Hotel,0,43,2019,October,43,21,2,4,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,166.5,0,1,Check-Out,2019-10-27
96209,City Hotel,0,70,2019,October,43,22,0,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,50.0,,0,Transient-Party,85.0,0,0,Check-Out,2019-10-23
96210,City Hotel,0,47,2019,October,43,22,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,1,Check-Out,2019-10-23
96211,City Hotel,0,57,2019,October,43,22,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,94.5,0,1,Check-Out,2019-10-23
96212,City Hotel,0,70,2019,October,43,22,0,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,50.0,,0,Transient-Party,85.0,0,0,Check-Out,2019-10-23
96213,City Hotel,0,45,2019,October,43,22,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1,Check-Out,2019-10-24
96214,City Hotel,0,73,2019,October,43,22,0,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,2,Check-Out,2019-10-25
96215,City Hotel,0,70,2019,October,43,22,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,1,Check-Out,2019-10-25
96216,City Hotel,0,76,2019,October,43,22,1,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11.0,,0,Transient,58.76,0,1,Check-Out,2019-10-26
96217,City Hotel,0,45,2019,October,43,22,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,78.54,0,1,Check-Out,2019-10-26
96218,City Hotel,0,48,2019,October,43,23,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,65.83,0,0,Check-Out,2019-10-24
96219,City Hotel,0,52,2019,October,43,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,,0,Transient,72.76,0,1,Check-Out,2019-10-24
96220,City Hotel,0,45,2019,October,43,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Group,88.55,0,0,Check-Out,2019-10-24
96221,City Hotel,0,52,2019,October,43,23,1,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,3,Check-Out,2019-10-26
96222,City Hotel,0,52,2019,October,43,23,1,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,3,Check-Out,2019-10-26
96223,City Hotel,0,85,2019,October,43,23,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,2,Check-Out,2019-10-26
96224,City Hotel,0,48,2019,October,43,23,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Check-Out,2019-10-27
96225,City Hotel,0,49,2019,October,43,23,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1,Check-Out,2019-10-31
96226,City Hotel,0,61,2019,October,43,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.75,0,1,Check-Out,2019-10-25
96227,City Hotel,0,61,2019,October,43,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.75,0,1,Check-Out,2019-10-25
96228,City Hotel,0,71,2019,October,43,24,2,1,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,2,Check-Out,2019-10-27
96229,City Hotel,0,45,2019,October,43,24,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,15.0,,0,Transient,76.77,0,0,Check-Out,2019-10-28
96230,City Hotel,0,45,2019,October,43,24,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,15.0,,0,Transient,76.77,0,0,Check-Out,2019-10-28
96231,City Hotel,0,81,2019,October,43,24,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,2,Check-Out,2019-10-29
96232,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96233,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96234,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96235,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96236,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96237,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96238,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96239,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96240,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96241,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96242,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96243,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96244,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96245,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96246,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96247,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96248,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96249,City Hotel,0,69,2019,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,37.0,,58,Transient-Party,75.33,0,0,Check-Out,2019-10-28
96250,City Hotel,0,69,2019,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,1,No Deposit,37.0,,58,Transient-Party,75.33,0,0,Check-Out,2019-10-28
96251,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96252,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96253,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96254,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96255,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96256,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96257,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96258,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96259,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96260,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96261,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,98.25,0,2,Check-Out,2019-10-28
96262,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96263,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96264,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96265,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96266,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96267,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96268,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96269,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96270,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96271,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96272,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96273,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96274,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96275,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96276,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96277,City Hotel,0,69,2019,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,F,1,No Deposit,37.0,,58,Transient-Party,75.33,0,0,Check-Out,2019-10-28
96278,City Hotel,0,69,2019,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,37.0,,58,Transient-Party,75.33,0,0,Check-Out,2019-10-28
96279,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96280,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96281,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96282,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96283,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96284,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96285,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96286,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96287,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96288,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96289,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96290,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96291,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96292,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96293,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96294,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96295,City Hotel,0,69,2019,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,1,No Deposit,37.0,,58,Transient-Party,75.33,0,0,Check-Out,2019-10-28
96296,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96297,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96298,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96299,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96300,City Hotel,0,69,2019,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,,58,Transient-Party,75.33,0,0,Check-Out,2019-10-28
96301,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
96302,City Hotel,0,69,2019,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2019-10-28
